"seriesid","year","period","period_name","value","footnotes"
"JTS400000000000000JOL",2005,"M04","April","781","[{}]"
"JTS400000000000000JOL",2005,"M03","March","747","[{}]"
"JTS400000000000000JOL",2005,"M02","February","764","[{}]"
"JTS400000000000000JOL",2005,"M01","January","643","[{}]"
"JTS400000000000000JOL",2004,"M12","December","684","[{}]"
"JTS400000000000000JOL",2004,"M11","November","532","[{}]"
"JTS400000000000000JOL",2004,"M10","October","665","[{}]"
"JTS400000000000000JOL",2004,"M09","September","758","[{}]"
"JTS400000000000000JOL",2004,"M08","August","602","[{}]"
"JTS400000000000000JOL",2004,"M07","July","702","[{}]"
"JTS400000000000000JOL",2004,"M06","June","620","[{}]"
"JTS400000000000000JOL",2004,"M05","May","650","[{}]"
"JTS400000000000000JOL",2004,"M04","April","600","[{}]"
"JTS400000000000000JOL",2004,"M03","March","629","[{}]"
"JTS400000000000000JOL",2004,"M02","February","590","[{}]"
"JTS400000000000000JOL",2004,"M01","January","546","[{}]"
"JTS400000000000000JOL",2003,"M12","December","628","[{}]"
"JTS400000000000000JOL",2003,"M11","November","554","[{}]"
"JTS400000000000000JOL",2003,"M10","October","515","[{}]"
"JTS400000000000000JOL",2003,"M09","September","533","[{}]"
"JTS400000000000000JOL",2003,"M08","August","565","[{}]"
"JTS400000000000000JOL",2003,"M07","July","485","[{}]"
"JTS400000000000000JOL",2003,"M06","June","566","[{}]"
"JTS400000000000000JOL",2003,"M05","May","536","[{}]"
"JTS400000000000000JOL",2003,"M04","April","513","[{}]"
"JTS400000000000000JOL",2003,"M03","March","509","[{}]"
"JTS400000000000000JOL",2003,"M02","February","538","[{}]"
"JTS400000000000000JOL",2003,"M01","January","555","[{}]"
"JTS400000000000000JOL",2002,"M12","December","470","[{}]"
"JTS400000000000000JOL",2002,"M11","November","504","[{}]"
"JTS400000000000000JOL",2002,"M10","October","565","[{}]"
"JTS400000000000000JOL",2002,"M09","September","507","[{}]"
"JTS400000000000000JOL",2002,"M08","August","575","[{}]"
"JTS400000000000000JOL",2002,"M07","July","567","[{}]"
"JTS400000000000000JOL",2002,"M06","June","569","[{}]"
"JTS400000000000000JOL",2002,"M05","May","527","[{}]"
"JTS400000000000000JOL",2002,"M04","April","562","[{}]"
"JTS400000000000000JOL",2002,"M03","March","623","[{}]"
"JTS400000000000000JOL",2002,"M02","February","545","[{}]"
"JTS400000000000000JOL",2002,"M01","January","616","[{}]"
"JTS440000000000000JOL",2021,"M12","December","978","[{}]"
"JTS440000000000000JOL",2021,"M11","November","1020","[{}]"
"JTS440000000000000JOL",2021,"M10","October","1068","[{}]"
"JTS440000000000000JOL",2021,"M09","September","1079","[{}]"
"JTS440000000000000JOL",2021,"M08","August","1198","[{}]"
"JTS440000000000000JOL",2021,"M07","July","1040","[{}]"
"JTS440000000000000JOL",2021,"M06","June","1132","[{}]"
"JTS440000000000000JOL",2021,"M05","May","932","[{}]"
"JTS440000000000000JOL",2021,"M04","April","907","[{}]"
"JTS440000000000000JOL",2021,"M03","March","951","[{}]"
"JTS440000000000000JOL",2021,"M02","February","816","[{}]"
"JTS440000000000000JOL",2021,"M01","January","793","[{}]"
"JTS440000000000000JOL",2020,"M12","December","723","[{}]"
"JTS440000000000000JOL",2020,"M11","November","769","[{}]"
"JTS440000000000000JOL",2020,"M10","October","717","[{}]"
"JTS440000000000000JOL",2020,"M09","September","689","[{}]"
"JTS440000000000000JOL",2020,"M08","August","742","[{}]"
"JTS440000000000000JOL",2020,"M07","July","746","[{}]"
"JTS440000000000000JOL",2020,"M06","June","636","[{}]"
"JTS440000000000000JOL",2020,"M05","May","644","[{}]"
"JTS440000000000000JOL",2020,"M04","April","439","[{}]"
"JTS440000000000000JOL",2020,"M03","March","603","[{}]"
"JTS440000000000000JOL",2020,"M02","February","748","[{}]"
"JTS440000000000000JOL",2020,"M01","January","765","[{}]"
"JTS440000000000000JOL",2019,"M12","December","727","[{}]"
"JTS440000000000000JOL",2019,"M11","November","741","[{}]"
"JTS440000000000000JOL",2019,"M10","October","822","[{}]"
"JTS440000000000000JOL",2019,"M09","September","732","[{}]"
"JTS440000000000000JOL",2019,"M08","August","798","[{}]"
"JTS440000000000000JOL",2019,"M07","July","832","[{}]"
"JTS440000000000000JOL",2019,"M06","June","818","[{}]"
"JTS440000000000000JOL",2019,"M05","May","753","[{}]"
"JTS440000000000000JOL",2019,"M04","April","754","[{}]"
"JTS440000000000000JOL",2019,"M03","March","773","[{}]"
"JTS440000000000000JOL",2019,"M02","February","803","[{}]"
"JTS440000000000000JOL",2019,"M01","January","818","[{}]"
"JTS440000000000000JOL",2018,"M12","December","910","[{}]"
"JTS440000000000000JOL",2018,"M11","November","1044","[{}]"
"JTS440000000000000JOL",2018,"M10","October","967","[{}]"
"JTS440000000000000JOL",2018,"M09","September","947","[{}]"
"JTS440000000000000JOL",2018,"M08","August","797","[{}]"
"JTS440000000000000JOL",2018,"M07","July","961","[{}]"
"JTS440000000000000JOL",2018,"M06","June","980","[{}]"
"JTS440000000000000JOL",2018,"M05","May","964","[{}]"
"JTS440000000000000JOL",2018,"M04","April","1031","[{}]"
"JTS440000000000000JOL",2018,"M03","March","912","[{}]"
"JTS440000000000000JOL",2018,"M02","February","824","[{}]"
"JTS440000000000000JOL",2018,"M01","January","887","[{}]"
"JTS440000000000000JOL",2017,"M12","December","932","[{}]"
"JTS440000000000000JOL",2017,"M11","November","930","[{}]"
"JTS440000000000000JOL",2017,"M10","October","767","[{}]"
"JTS440000000000000JOL",2017,"M09","September","734","[{}]"
"JTS440000000000000JOL",2017,"M08","August","778","[{}]"
"JTS440000000000000JOL",2017,"M07","July","683","[{}]"
"JTS440000000000000JOL",2017,"M06","June","670","[{}]"
"JTS440000000000000JOL",2017,"M05","May","686","[{}]"
"JTS440000000000000JOL",2017,"M04","April","638","[{}]"
"JTS440000000000000JOL",2017,"M03","March","691","[{}]"
"JTS440000000000000JOL",2017,"M02","February","645","[{}]"
"JTS440000000000000JOL",2017,"M01","January","635","[{}]"
"JTS440000000000000JOL",2016,"M12","December","669","[{}]"
"JTS440000000000000JOL",2016,"M11","November","626","[{}]"
"JTS440000000000000JOL",2016,"M10","October","661","[{}]"
"JTS440000000000000JOL",2016,"M09","September","704","[{}]"
"JTS440000000000000JOL",2016,"M08","August","648","[{}]"
"JTS440000000000000JOL",2016,"M07","July","693","[{}]"
"JTS440000000000000JOL",2016,"M06","June","712","[{}]"
"JTS440000000000000JOL",2016,"M05","May","722","[{}]"
"JTS440000000000000JOL",2016,"M04","April","672","[{}]"
"JTS440000000000000JOL",2016,"M03","March","705","[{}]"
"JTS440000000000000JOL",2016,"M02","February","711","[{}]"
"JTS440000000000000JOL",2016,"M01","January","719","[{}]"
"JTS440000000000000JOL",2015,"M12","December","642","[{}]"
"JTS440000000000000JOL",2015,"M11","November","578","[{}]"
"JTS440000000000000JOL",2015,"M10","October","655","[{}]"
"JTS440000000000000JOL",2015,"M09","September","678","[{}]"
"JTS440000000000000JOL",2015,"M08","August","661","[{}]"
"JTS440000000000000JOL",2015,"M07","July","823","[{}]"
"JTS440000000000000JOL",2015,"M06","June","572","[{}]"
"JTS440000000000000JOL",2015,"M05","May","543","[{}]"
"JTS440000000000000JOL",2015,"M04","April","589","[{}]"
"JTS440000000000000JOL",2015,"M03","March","527","[{}]"
"JTS440000000000000JOL",2015,"M02","February","681","[{}]"
"JTS440000000000000JOL",2015,"M01","January","616","[{}]"
"JTS440000000000000JOL",2014,"M12","December","544","[{}]"
"JTS440000000000000JOL",2014,"M11","November","508","[{}]"
"JTS440000000000000JOL",2014,"M10","October","598","[{}]"
"JTS440000000000000JOL",2014,"M09","September","589","[{}]"
"JTS440000000000000JOL",2014,"M08","August","840","[{}]"
"JTS440000000000000JOL",2014,"M07","July","601","[{}]"
"JTS440000000000000JOL",2014,"M06","June","634","[{}]"
"JTS440000000000000JOL",2014,"M05","May","625","[{}]"
"JTS440000000000000JOL",2014,"M04","April","652","[{}]"
"JTS440000000000000JOL",2014,"M03","March","665","[{}]"
"JTS440000000000000JOL",2014,"M02","February","630","[{}]"
"JTS440000000000000JOL",2014,"M01","January","528","[{}]"
"JTS440000000000000JOL",2013,"M12","December","525","[{}]"
"JTS440000000000000JOL",2013,"M11","November","508","[{}]"
"JTS440000000000000JOL",2013,"M10","October","530","[{}]"
"JTS440000000000000JOL",2013,"M09","September","530","[{}]"
"JTS440000000000000JOL",2013,"M08","August","484","[{}]"
"JTS440000000000000JOL",2013,"M07","July","488","[{}]"
"JTS440000000000000JOL",2013,"M06","June","634","[{}]"
"JTS440000000000000JOL",2013,"M05","May","558","[{}]"
"JTS440000000000000JOL",2013,"M04","April","534","[{}]"
"JTS440000000000000JOL",2013,"M03","March","472","[{}]"
"JTS440000000000000JOL",2013,"M02","February","402","[{}]"
"JTS440000000000000JOL",2013,"M01","January","473","[{}]"
"JTS440000000000000JOL",2012,"M12","December","507","[{}]"
"JTS440000000000000JOL",2012,"M11","November","469","[{}]"
"JTS440000000000000JOL",2012,"M10","October","305","[{}]"
"JTS440000000000000JOL",2012,"M09","September","496","[{}]"
"JTS440000000000000JOL",2012,"M08","August","483","[{}]"
"JTS440000000000000JOL",2012,"M07","July","416","[{}]"
"JTS440000000000000JOL",2012,"M06","June","377","[{}]"
"JTS440000000000000JOL",2012,"M05","May","372","[{}]"
"JTS440000000000000JOL",2012,"M04","April","384","[{}]"
"JTS440000000000000JOL",2012,"M03","March","448","[{}]"
"JTS440000000000000JOL",2012,"M02","February","389","[{}]"
"JTS440000000000000JOL",2012,"M01","January","403","[{}]"
"JTS440000000000000JOL",2011,"M12","December","442","[{}]"
"JTS440000000000000JOL",2011,"M11","November","497","[{}]"
"JTS440000000000000JOL",2011,"M10","October","410","[{}]"
"JTS440000000000000JOL",2011,"M09","September","392","[{}]"
"JTS440000000000000JOL",2011,"M08","August","396","[{}]"
"JTS440000000000000JOL",2011,"M07","July","437","[{}]"
"JTS440000000000000JOL",2011,"M06","June","451","[{}]"
"JTS440000000000000JOL",2011,"M05","May","431","[{}]"
"JTS440000000000000JOL",2011,"M04","April","401","[{}]"
"JTS440000000000000JOL",2011,"M03","March","351","[{}]"
"JTS440000000000000JOL",2011,"M02","February","397","[{}]"
"JTS440000000000000JOL",2011,"M01","January","353","[{}]"
"JTS440000000000000JOL",2010,"M12","December","325","[{}]"
"JTS440000000000000JOL",2010,"M11","November","327","[{}]"
"JTS440000000000000JOL",2010,"M10","October","333","[{}]"
"JTS440000000000000JOL",2010,"M09","September","255","[{}]"
"JTS440000000000000JOL",2010,"M08","August","284","[{}]"
"JTS440000000000000JOL",2010,"M07","July","324","[{}]"
"JTS440000000000000JOL",2010,"M06","June","314","[{}]"
"JTS440000000000000JOL",2010,"M05","May","323","[{}]"
"JTS440000000000000JOL",2010,"M04","April","294","[{}]"
"JTS440000000000000JOL",2010,"M03","March","348","[{}]"
"JTS440000000000000JOL",2010,"M02","February","343","[{}]"
"JTS440000000000000JOL",2010,"M01","January","332","[{}]"
"JTS440000000000000JOL",2009,"M12","December","299","[{}]"
"JTS440000000000000JOL",2009,"M11","November","241","[{}]"
"JTS440000000000000JOL",2009,"M10","October","215","[{}]"
"JTS440000000000000JOL",2009,"M09","September","261","[{}]"
"JTS440000000000000JOL",2009,"M08","August","281","[{}]"
"JTS440000000000000JOL",2009,"M07","July","196","[{}]"
"JTS440000000000000JOL",2009,"M06","June","299","[{}]"
"JTS440000000000000JOL",2009,"M05","May","406","[{}]"
"JTS440000000000000JOL",2009,"M04","April","219","[{}]"
"JTS440000000000000JOL",2009,"M03","March","297","[{}]"
"JTS440000000000000JOL",2009,"M02","February","323","[{}]"
"JTS440000000000000JOL",2009,"M01","January","376","[{}]"
"JTS440000000000000JOL",2008,"M12","December","388","[{}]"
"JTS440000000000000JOL",2008,"M11","November","417","[{}]"
"JTS440000000000000JOL",2008,"M10","October","455","[{}]"
"JTS440000000000000JOL",2008,"M09","September","273","[{}]"
"JTS440000000000000JOL",2008,"M08","August","441","[{}]"
"JTS440000000000000JOL",2008,"M07","July","398","[{}]"
"JTS440000000000000JOL",2008,"M06","June","376","[{}]"
"JTS440000000000000JOL",2008,"M05","May","450","[{}]"
"JTS440000000000000JOL",2008,"M04","April","427","[{}]"
"JTS440000000000000JOL",2008,"M03","March","409","[{}]"
"JTS440000000000000JOL",2008,"M02","February","390","[{}]"
"JTS440000000000000JOL",2008,"M01","January","450","[{}]"
"JTS440000000000000JOL",2007,"M12","December","417","[{}]"
"JTS440000000000000JOL",2007,"M11","November","485","[{}]"
"JTS440000000000000JOL",2007,"M10","October","442","[{}]"
"JTS440000000000000JOL",2007,"M09","September","462","[{}]"
"JTS440000000000000JOL",2007,"M08","August","458","[{}]"
"JTS440000000000000JOL",2007,"M07","July","498","[{}]"
"JTS440000000000000JOL",2007,"M06","June","506","[{}]"
"JTS440000000000000JOL",2007,"M05","May","439","[{}]"
"JTS440000000000000JOL",2007,"M04","April","487","[{}]"
"JTS440000000000000JOL",2007,"M03","March","474","[{}]"
"JTS440000000000000JOL",2007,"M02","February","502","[{}]"
"JTS440000000000000JOL",2007,"M01","January","500","[{}]"
"JTS440000000000000JOL",2006,"M12","December","544","[{}]"
"JTS440000000000000JOL",2006,"M11","November","492","[{}]"
"JTS440000000000000JOL",2006,"M10","October","494","[{}]"
"JTS440000000000000JOL",2006,"M09","September","520","[{}]"
"JTS440000000000000JOL",2006,"M08","August","494","[{}]"
"JTS440000000000000JOL",2006,"M07","July","417","[{}]"
"JTS440000000000000JOL",2006,"M06","June","540","[{}]"
"JTS440000000000000JOL",2006,"M05","May","511","[{}]"
"JTS440000000000000JOL",2006,"M04","April","481","[{}]"
"JTS440000000000000JOL",2006,"M03","March","583","[{}]"
"JTS440000000000000JOL",2006,"M02","February","465","[{}]"
"JTS440000000000000JOL",2006,"M01","January","465","[{}]"
"JTS440000000000000JOL",2005,"M12","December","465","[{}]"
"JTS440000000000000JOL",2005,"M11","November","505","[{}]"
"JTS440000000000000JOL",2005,"M10","October","470","[{}]"
"JTS440000000000000JOL",2005,"M09","September","514","[{}]"
"JTS440000000000000JOL",2005,"M08","August","510","[{}]"
"JTS440000000000000JOL",2005,"M07","July","487","[{}]"
"JTS440000000000000JOL",2005,"M06","June","448","[{}]"
"JTS440000000000000JOL",2005,"M05","May","455","[{}]"
"JTS440000000000000JOL",2005,"M04","April","536","[{}]"
"JTS440000000000000JOL",2005,"M03","March","516","[{}]"
"JTS440000000000000JOL",2005,"M02","February","484","[{}]"
"JTS440000000000000JOL",2005,"M01","January","440","[{}]"
"JTS440000000000000JOL",2004,"M12","December","437","[{}]"
"JTS440000000000000JOL",2004,"M11","November","317","[{}]"
"JTS440000000000000JOL",2004,"M10","October","462","[{}]"
"JTS440000000000000JOL",2004,"M09","September","527","[{}]"
"JTS440000000000000JOL",2004,"M08","August","397","[{}]"
"JTS440000000000000JOL",2004,"M07","July","435","[{}]"
"JTS440000000000000JOL",2004,"M06","June","395","[{}]"
"JTS440000000000000JOL",2004,"M05","May","435","[{}]"
"JTS440000000000000JOL",2004,"M04","April","402","[{}]"
"JTS440000000000000JOL",2004,"M03","March","399","[{}]"
"JTS440000000000000JOL",2004,"M02","February","415","[{}]"
"JTS440000000000000JOL",2004,"M01","January","346","[{}]"
"JTS440000000000000JOL",2003,"M12","December","405","[{}]"
"JTS440000000000000JOL",2003,"M11","November","344","[{}]"
"JTS440000000000000JOL",2003,"M10","October","333","[{}]"
"JTS440000000000000JOL",2003,"M09","September","349","[{}]"
"JTS440000000000000JOL",2003,"M08","August","361","[{}]"
"JTS440000000000000JOL",2003,"M07","July","310","[{}]"
"JTS440000000000000JOL",2003,"M06","June","347","[{}]"
"JTS440000000000000JOL",2003,"M05","May","357","[{}]"
"JTS440000000000000JOL",2003,"M04","April","355","[{}]"
"JTS440000000000000JOL",2003,"M03","March","324","[{}]"
"JTS440000000000000JOL",2003,"M02","February","337","[{}]"
"JTS440000000000000JOL",2003,"M01","January","366","[{}]"
"JTS440000000000000JOL",2002,"M12","December","288","[{}]"
"JTS440000000000000JOL",2002,"M11","November","308","[{}]"
"JTS440000000000000JOL",2002,"M10","October","360","[{}]"
"JTS440000000000000JOL",2002,"M09","September","334","[{}]"
"JTS440000000000000JOL",2002,"M08","August","376","[{}]"
"JTS440000000000000JOL",2002,"M07","July","391","[{}]"
"JTS440000000000000JOL",2002,"M06","June","366","[{}]"
"JTS440000000000000JOL",2002,"M05","May","321","[{}]"
"JTS440000000000000JOL",2002,"M04","April","331","[{}]"
"JTS440000000000000JOL",2002,"M03","March","367","[{}]"
"JTS440000000000000JOL",2002,"M02","February","354","[{}]"
"JTS440000000000000JOL",2002,"M01","January","399","[{}]"
"JTS540099000000000JOL",2021,"M12","December","2151","[{}]"
"JTS540099000000000JOL",2021,"M11","November","2065","[{}]"
"JTS540099000000000JOL",2021,"M10","October","2139","[{}]"
"JTS540099000000000JOL",2021,"M09","September","1946","[{}]"
"JTS540099000000000JOL",2021,"M08","August","2069","[{}]"
"JTS540099000000000JOL",2021,"M07","July","2085","[{}]"
"JTS540099000000000JOL",2021,"M06","June","1917","[{}]"
"JTS540099000000000JOL",2021,"M05","May","1855","[{}]"
"JTS540099000000000JOL",2021,"M04","April","1710","[{}]"
"JTS540099000000000JOL",2021,"M03","March","1563","[{}]"
"JTS540099000000000JOL",2021,"M02","February","1482","[{}]"
"JTS540099000000000JOL",2021,"M01","January","1421","[{}]"
"JTS540099000000000JOL",2020,"M12","December","1461","[{}]"
"JTS540099000000000JOL",2020,"M11","November","1337","[{}]"
"JTS540099000000000JOL",2020,"M10","October","1256","[{}]"
"JTS540099000000000JOL",2020,"M09","September","1258","[{}]"
"JTS540099000000000JOL",2020,"M08","August","1153","[{}]"
"JTS540099000000000JOL",2020,"M07","July","1156","[{}]"
"JTS540099000000000JOL",2020,"M06","June","1077","[{}]"
"JTS540099000000000JOL",2020,"M05","May","1008","[{}]"
"JTS540099000000000JOL",2020,"M04","April","846","[{}]"
"JTS540099000000000JOL",2020,"M03","March","1089","[{}]"
"JTS540099000000000JOL",2020,"M02","February","1290","[{}]"
"JTS540099000000000JOL",2020,"M01","January","1303","[{}]"
"JTS540099000000000JOL",2019,"M12","December","1237","[{}]"
"JTS540099000000000JOL",2019,"M11","November","1202","[{}]"
"JTS540099000000000JOL",2019,"M10","October","1205","[{}]"
"JTS540099000000000JOL",2019,"M09","September","1241","[{}]"
"JTS540099000000000JOL",2019,"M08","August","1282","[{}]"
"JTS540099000000000JOL",2019,"M07","July","1252","[{}]"
"JTS540099000000000JOL",2019,"M06","June","1279","[{}]"
"JTS540099000000000JOL",2019,"M05","May","1277","[{}]"
"JTS540099000000000JOL",2019,"M04","April","1169","[{}]"
"JTS540099000000000JOL",2019,"M03","March","1347","[{}]"
"JTS540099000000000JOL",2019,"M02","February","1387","[{}]"
"JTS540099000000000JOL",2019,"M01","January","1391","[{}]"
"JTS540099000000000JOL",2018,"M12","December","1351","[{}]"
"JTS540099000000000JOL",2018,"M11","November","1343","[{}]"
"JTS540099000000000JOL",2018,"M10","October","1344","[{}]"
"JTS540099000000000JOL",2018,"M09","September","1342","[{}]"
"JTS540099000000000JOL",2018,"M08","August","1331","[{}]"
"JTS540099000000000JOL",2018,"M07","July","1253","[{}]"
"JTS540099000000000JOL",2018,"M06","June","1268","[{}]"
"JTS540099000000000JOL",2018,"M05","May","1239","[{}]"
"JTS540099000000000JOL",2018,"M04","April","1196","[{}]"
"JTS540099000000000JOL",2018,"M03","March","1185","[{}]"
"JTS540099000000000JOL",2018,"M02","February","1108","[{}]"
"JTS540099000000000JOL",2018,"M01","January","1118","[{}]"
"JTS540099000000000JOL",2017,"M12","December","971","[{}]"
"JTS540099000000000JOL",2017,"M11","November","1034","[{}]"
"JTS540099000000000JOL",2017,"M10","October","1323","[{}]"
"JTS540099000000000JOL",2017,"M09","September","1113","[{}]"
"JTS540099000000000JOL",2017,"M08","August","1110","[{}]"
"JTS540099000000000JOL",2017,"M07","July","1131","[{}]"
"JTS540099000000000JOL",2017,"M06","June","1237","[{}]"
"JTS540099000000000JOL",2017,"M05","May","1010","[{}]"
"JTS540099000000000JOL",2017,"M04","April","1047","[{}]"
"JTS540099000000000JOL",2017,"M03","March","1009","[{}]"
"JTS540099000000000JOL",2017,"M02","February","986","[{}]"
"JTS540099000000000JOL",2017,"M01","January","984","[{}]"
"JTS540099000000000JOL",2016,"M12","December","1081","[{}]"
"JTS540099000000000JOL",2016,"M11","November","1227","[{}]"
"JTS540099000000000JOL",2016,"M10","October","985","[{}]"
"JTS540099000000000JOL",2016,"M09","September","1204","[{}]"
"JTS540099000000000JOL",2016,"M08","August","1105","[{}]"
"JTS540099000000000JOL",2016,"M07","July","1248","[{}]"
"JTS540099000000000JOL",2016,"M06","June","1143","[{}]"
"JTS540099000000000JOL",2016,"M05","May","1163","[{}]"
"JTS540099000000000JOL",2016,"M04","April","1049","[{}]"
"JTS540099000000000JOL",2016,"M03","March","1471","[{}]"
"JTS540099000000000JOL",2016,"M02","February","1236","[{}]"
"JTS540099000000000JOL",2016,"M01","January","1310","[{}]"
"JTS540099000000000JOL",2015,"M12","December","1199","[{}]"
"JTS540099000000000JOL",2015,"M11","November","1285","[{}]"
"JTS540099000000000JOL",2015,"M10","October","1212","[{}]"
"JTS540099000000000JOL",2015,"M09","September","1110","[{}]"
"JTS540099000000000JOL",2015,"M08","August","1091","[{}]"
"JTS540099000000000JOL",2015,"M07","July","1146","[{}]"
"JTS540099000000000JOL",2015,"M06","June","1109","[{}]"
"JTS540099000000000JOL",2015,"M05","May","1235","[{}]"
"JTS540099000000000JOL",2015,"M04","April","1239","[{}]"
"JTS540099000000000JOL",2015,"M03","March","1101","[{}]"
"JTS540099000000000JOL",2015,"M02","February","1082","[{}]"
"JTS540099000000000JOL",2015,"M01","January","1028","[{}]"
"JTS540099000000000JOL",2014,"M12","December","1041","[{}]"
"JTS540099000000000JOL",2014,"M11","November","970","[{}]"
"JTS540099000000000JOL",2014,"M10","October","956","[{}]"
"JTS540099000000000JOL",2014,"M09","September","941","[{}]"
"JTS540099000000000JOL",2014,"M08","August","967","[{}]"
"JTS540099000000000JOL",2014,"M07","July","908","[{}]"
"JTS540099000000000JOL",2014,"M06","June","916","[{}]"
"JTS540099000000000JOL",2014,"M05","May","857","[{}]"
"JTS540099000000000JOL",2014,"M04","April","842","[{}]"
"JTS540099000000000JOL",2014,"M03","March","773","[{}]"
"JTS540099000000000JOL",2014,"M02","February","848","[{}]"
"JTS540099000000000JOL",2014,"M01","January","713","[{}]"
"JTS540099000000000JOL",2013,"M12","December","774","[{}]"
"JTS540099000000000JOL",2013,"M11","November","745","[{}]"
"JTS540099000000000JOL",2013,"M10","October","819","[{}]"
"JTS540099000000000JOL",2013,"M09","September","751","[{}]"
"JTS540099000000000JOL",2013,"M08","August","809","[{}]"
"JTS540099000000000JOL",2013,"M07","July","696","[{}]"
"JTS540099000000000JOL",2013,"M06","June","749","[{}]"
"JTS540099000000000JOL",2013,"M05","May","788","[{}]"
"JTS540099000000000JOL",2013,"M04","April","761","[{}]"
"JTS540099000000000JOL",2013,"M03","March","750","[{}]"
"JTS540099000000000JOL",2013,"M02","February","757","[{}]"
"JTS540099000000000JOL",2013,"M01","January","776","[{}]"
"JTS540099000000000JOL",2012,"M12","December","697","[{}]"
"JTS540099000000000JOL",2012,"M11","November","749","[{}]"
"JTS540099000000000JOL",2012,"M10","October","755","[{}]"
"JTS540099000000000JOL",2012,"M09","September","694","[{}]"
"JTS540099000000000JOL",2012,"M08","August","730","[{}]"
"JTS540099000000000JOL",2012,"M07","July","740","[{}]"
"JTS540099000000000JOL",2012,"M06","June","774","[{}]"
"JTS540099000000000JOL",2012,"M05","May","750","[{}]"
"JTS540099000000000JOL",2012,"M04","April","772","[{}]"
"JTS540099000000000JOL",2012,"M03","March","837","[{}]"
"JTS540099000000000JOL",2012,"M02","February","747","[{}]"
"JTS540099000000000JOL",2012,"M01","January","948","[{}]"
"JTS540099000000000JOL",2011,"M12","December","847","[{}]"
"JTS540099000000000JOL",2011,"M11","November","667","[{}]"
"JTS540099000000000JOL",2011,"M10","October","708","[{}]"
"JTS540099000000000JOL",2011,"M09","September","891","[{}]"
"JTS540099000000000JOL",2011,"M08","August","669","[{}]"
"JTS540099000000000JOL",2011,"M07","July","790","[{}]"
"JTS540099000000000JOL",2011,"M06","June","676","[{}]"
"JTS540099000000000JOL",2011,"M05","May","585","[{}]"
"JTS540099000000000JOL",2011,"M04","April","590","[{}]"
"JTS540099000000000JOL",2011,"M03","March","641","[{}]"
"JTS540099000000000JOL",2011,"M02","February","610","[{}]"
"JTS540099000000000JOL",2011,"M01","January","538","[{}]"
"JTS540099000000000JOL",2010,"M12","December","579","[{}]"
"JTS540099000000000JOL",2010,"M11","November","700","[{}]"
"JTS540099000000000JOL",2010,"M10","October","652","[{}]"
"JTS540099000000000JOL",2010,"M09","September","634","[{}]"
"JTS540099000000000JOL",2010,"M08","August","641","[{}]"
"JTS540099000000000JOL",2010,"M07","July","621","[{}]"
"JTS540099000000000JOL",2010,"M06","June","582","[{}]"
"JTS540099000000000JOL",2010,"M05","May","603","[{}]"
"JTS540099000000000JOL",2010,"M04","April","513","[{}]"
"JTS540099000000000JOL",2010,"M03","March","390","[{}]"
"JTS540099000000000JOL",2010,"M02","February","430","[{}]"
"JTS540099000000000JOL",2010,"M01","January","457","[{}]"
"JTS540099000000000JOL",2009,"M12","December","432","[{}]"
"JTS540099000000000JOL",2009,"M11","November","435","[{}]"
"JTS540099000000000JOL",2009,"M10","October","413","[{}]"
"JTS540099000000000JOL",2009,"M09","September","464","[{}]"
"JTS540099000000000JOL",2009,"M08","August","420","[{}]"
"JTS540099000000000JOL",2009,"M07","July","449","[{}]"
"JTS540099000000000JOL",2009,"M06","June","405","[{}]"
"JTS540099000000000JOL",2009,"M05","May","446","[{}]"
"JTS540099000000000JOL",2009,"M04","April","438","[{}]"
"JTS540099000000000JOL",2009,"M03","March","452","[{}]"
"JTS540099000000000JOL",2009,"M02","February","533","[{}]"
"JTS540099000000000JOL",2009,"M01","January","536","[{}]"
"JTS540099000000000JOL",2008,"M12","December","578","[{}]"
"JTS540099000000000JOL",2008,"M11","November","527","[{}]"
"JTS540099000000000JOL",2008,"M10","October","577","[{}]"
"JTS540099000000000JOL",2008,"M09","September","631","[{}]"
"JTS540099000000000JOL",2008,"M08","August","659","[{}]"
"JTS540099000000000JOL",2008,"M07","July","665","[{}]"
"JTS540099000000000JOL",2008,"M06","June","736","[{}]"
"JTS540099000000000JOL",2008,"M05","May","821","[{}]"
"JTS540099000000000JOL",2008,"M04","April","838","[{}]"
"JTS540099000000000JOL",2008,"M03","March","920","[{}]"
"JTS540099000000000JOL",2008,"M02","February","967","[{}]"
"JTS540099000000000JOL",2008,"M01","January","988","[{}]"
"JTS540099000000000JOL",2007,"M12","December","1036","[{}]"
"JTS540099000000000JOL",2007,"M11","November","995","[{}]"
"JTS540099000000000JOL",2007,"M10","October","1049","[{}]"
"JTS540099000000000JOL",2007,"M09","September","845","[{}]"
"JTS540099000000000JOL",2007,"M08","August","742","[{}]"
"JTS540099000000000JOL",2007,"M07","July","814","[{}]"
"JTS540099000000000JOL",2007,"M06","June","959","[{}]"
"JTS540099000000000JOL",2007,"M05","May","909","[{}]"
"JTS540099000000000JOL",2007,"M04","April","953","[{}]"
"JTS540099000000000JOL",2007,"M03","March","1004","[{}]"
"JTS540099000000000JOL",2007,"M02","February","861","[{}]"
"JTS540099000000000JOL",2007,"M01","January","957","[{}]"
"JTS540099000000000JOL",2006,"M12","December","795","[{}]"
"JTS540099000000000JOL",2006,"M11","November","861","[{}]"
